0,968.5506,0,13.071,0,0,2,0,19546,0,-47,0,4,201812,000,0,PPV,Commercial-IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,AP,AP,Specified Perils ($0 Deductible) / Risques Specifies (Franchise de 0$),,,29,,,,200201,,,,,,,,,,,,,,,,1480,9265
0,0,0,3134.2736,0,0,0,0,0,0,0,0,4,201812,000,0,PUB,Snowvehicles -IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,CM,SP,Comprehensive ($100 Deductible) / Accidents sans Collision ni versement (Franchise de 100$),,,,0,,,200801,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,4,201812,000,0,PPV,Interurban trucks-IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,AP,SP,Comprehensive ($1000 Deductible) / Accidents sans Collision ni versement (Franchise de 1000$),,,,,,,200202,,,,,,,,,,,,,20110730,,,,
0,0.2104,0,0,3,0,4,0,0,0,9215,0,4,201812,000,0,OPU,Commercial-IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,AP,AP,Comprehensive ($500 Deductible) / Accidents sans Collision ni versement (Franchise de 500$),,,,,,,200402,,,,,,,,,,,,,,,,,
0,0.4877,0,287.9582,5,1,0,0,0,223,0,0,4,201812,000,0,OPU,Dealers,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,105,,SP,AP,Comprehensive ($500 Deductible) / Accidents sans Collision ni versement (Franchise de 500$),,,24,,,,200302,,,,,,,,,,,,,,,,,
2,24.3125,439,121.3918,0,2,1,0,0,0,0,0,4,201812,000,0,PUB,Commercial-IR,,,,,Y,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,AP,AP,Comprehensive ($1000 Deductible) / Accidents sans Collision ni versement (Franchise de 1000$),,,20,,,,201401,,,,,,,,,,,,,,,,,
0,0,645,27184.138,0,0,0,0,3926,0,0,0,4,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,SP,CM,Comprehensive ($500 Deductible) / Accidents sans Collision ni versement (Franchise de 500$),,,,,,,200302,,,,,,,,,,,,,,1,,,
0,0,0,475.0098,0,0,1,0,1560,0,199,0,4,201812,000,0,COM,Commercial-IR,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,AP,CM,Comprehensive ($1000 Deductible) / Accidents sans Collision ni versement (Franchise de 1000$),,,,,,,201601,,,,,,,,,,,,,20110806,,,,
0,0,0,12075.9675,0,0,1,0,0,0,92290,0,4,201812,000,0,PUB,PPV-IR Farmers,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,CM,SP,Specified Perils ($500 Deductible) / Risques Specifies (Franchise de 500$),,,,0,,,201001,,,,,,,,,,,,,20130706,,,,
0,0,380,21.4004,0,0,14,0,0,0,20773,0,4,201812,000,0,COM,Dealers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,SP,SP,All Perils ($1000+ Deductible) / Tous Risques (Franchise de 1000$+),,,,,,,201102,,,,,,,,,,,,,,,,,
5,0,0,110.6548,0,0,0,0,0,0,0,0,4,201812,000,0,OPU,Snowvehicles -IR,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,CM,Specified Perils ($1000 Deductible) / Risques Specifies (Franchise de 1000$),,,26,,,,200802,,,,,,,,,,,,,,,,,
0,0,0,0,2,0,0,0,0,0,0,0,4,201812,000,0,PPV,Antique and classic,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,AP,CM,Specified Perils ($1000+ Deductible) / Risques Specifies (Franchise de 1000$+),,,26,0,,,201702,,,,,,,,,,,,,,,,,
0,0,0,4223.0779,0,1,1,0,0,0,0,0,4,201812,000,0,PPV,Commercial-IR,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,101,,AP,CM,Comprehensive ($250 Deductible) / Accidents sans Collision ni versement (Franchise de 250$),,,,,,,200501,,,,,,,,,,,,,,,,,
0,0,0,0,1,9,0,0,0,0,0,0,4,201812,000,0,OPU,Repair Garages,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,100,,CM,AP,Comprehensive ($500 Deductible) / Accidents sans Collision ni versement (Franchise de 500$),,,,,,,201201,,,,,,,,,,,,,,,,,
0,1.9836,12903,0,0,0,0,0,0,0,10045,0,4,201812,000,0,COM,Drivers' policies,,,,,Y,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,102,,AP,CM,All Perils ($100 Deductible) / Tous Risques (Franchise de 100$),,,,0,,,201301,,,,,,,,,,,,,,,,,
